ProjectID,BuildingID,BedroomSize,MaxAllowableIncome,TotalUnits,MedianInitialLegalRent,HighInitialLegalRent,LowInitialLegalRent,MedianActualRent,HighActualRent,LowActualRent
63880,984611,2-BR,0%-30%,10,,,,575,575,425
63880,984611,3-BR,0%-30%,7,,,,658,658,512
63880,984611,STUDIO,0%-30%,8,,,,215,215,215
64027,988996,1-BR,0%-30%,14,"1,926","1,926",525,465,465,465
64027,988996,2-BR,0%-30%,9,641,"2,323",641,569,569,569
64027,988996,3-BR,0%-30%,8,733,"2,676",733,650,650,650
64027,988996,STUDIO,0%-30%,16,"1,532","1,532",410,362,362,362
64027,990498,1-BR,0%-30%,13,641,"1,926",525,465,569,465
64027,990498,2-BR,0%-30%,8,641,"2,323",641,569,569,569
64027,990498,STUDIO,0%-30%,4,410,"1,532",410,362,465,362
64252,984242,1-BR,0%-30%,20,,,,,,
64252,984242,2-BR,0%-30%,16,,,,,,
64252,984242,3-BR,0%-30%,4,,,,,,
64252,984242,STUDIO,0%-30%,8,,,,,,
64406,989393,1-BR,0%-30%,17,,,,,,
64406,989393,2-BR,0%-30%,7,,,,,,
64406,989393,3-BR,0%-30%,5,,,,,,
64406,989393,STUDIO,0%-30%,9,,,,,,
64492,874245,1-BR,0%-30%,8,,,,,,
64736,979673,1-BR,0%-30%,1,,,,,,
64736,979673,STUDIO,0%-30%,40,,,,,,
64885,983133,1-BR,0%-30%,20,,,,,,
64885,983133,2-BR,0%-30%,31,,,,,,
64885,983133,3-BR,0%-30%,9,,,,,,
64885,983133,STUDIO,0%-30%,7,,,,,,
65213,977584,1-BR,0%-30%,15,,,,,,
65213,977584,2-BR,0%-30%,7,,,,,,
65213,977584,3-BR,0%-30%,6,,,,,,
65213,977584,STUDIO,0%-30%,9,,,,,,
65291,988140,2-BR,0%-30%,3,,,,,,
65291,988140,3-BR,0%-30%,2,,,,,,
65291,988250,2-BR,0%-30%,10,,,,,,
65291,988250,3-BR,0%-30%,10,,,,,,
65298,985028,1-BR,0%-30%,14,515,515,515,456,456,456
65298,985028,2-BR,0%-30%,9,628,628,628,557,557,557
65298,985028,3-BR,0%-30%,2,718,718,718,637,637,637
65298,985028,STUDIO,0%-30%,1,401,401,401,354,354,354
65320,988893,STUDIO,0%-30%,47,"2,026","2,026","2,026","1,644","1,644","1,644"
65348,228119,1-BR,0%-30%,37,,,,,,
65348,228119,STUDIO,0%-30%,73,,,,,,
65357,74905,3-BR,0%-30%,1,,,,,,
65357,59142,STUDIO,0%-30%,1,,,,,,
65357,115683,2-BR,0%-30%,1,,,,,,
65378,41290,1-BR,0%-30%,1,,,,207,207,207
65378,41290,2-BR,0%-30%,2,,,,378.5,463,294
65378,42319,3-BR,0%-30%,3,,,,439,740,426
65378,41285,1-BR,0%-30%,3,,,,,,
65378,3644,1-BR,0%-30%,1,,,,443,443,443
65378,3644,3-BR,0%-30%,1,,,,755,755,755
65378,3645,2-BR,0%-30%,1,,,,401,401,401
65378,3642,3-BR,0%-30%,1,,,,694,694,694
65378,41286,1-BR,0%-30%,3,,,,600,764,541
65378,4077,1-BR,0%-30%,2,,,,170.5,182,159
65378,3648,2-BR,0%-30%,2,,,,336.5,409,264
65378,3648,3-BR,0%-30%,2,,,,375,468,282
65391,10031,1-BR,0%-30%,145,,,,,,
65599,77389,2-BR,0%-30%,1,,,,418,418,418
65730,60471,2-BR,0%-30%,3,656,680,561,680,688,578
65730,60471,3-BR,0%-30%,10,771.5,805,682,790,991,696
65730,74440,3-BR,0%-30%,4,748.5,798,728,764,837,735
65730,74440,4-BR,0%-30%,6,856,920,758,876,957,758
65730,60470,2-BR,0%-30%,5,631,691,324,648,705,613
65730,60470,3-BR,0%-30%,10,737,818,672,770.5,"1,021",685
65730,119101,1-BR,0%-30%,1,567,567,567,567,567,567
65730,119101,STUDIO,0%-30%,1,532,532,532,532,532,532
65730,97431,2-BR,0%-30%,1,659,659,659,659,659,659
66644,985451,1-BR,0%-30%,7,,,,,,
66644,985451,2-BR,0%-30%,1,,,,,,
66644,985451,3-BR,0%-30%,2,,,,,,
66644,985451,STUDIO,0%-30%,2,,,,,,
66651,986550,1-BR,0%-30%,17,,,,,,
66670,304300,1-BR,0%-30%,1,,,,,,
66670,222894,2-BR,0%-30%,1,,,,,,
66670,304315,1-BR,0%-30%,1,,,,,,
66670,304362,1-BR,0%-30%,1,,,,,,
66670,381608,2-BR,0%-30%,1,,,,,,
66670,316728,1-BR,0%-30%,1,,,,,,
66670,325079,2-BR,0%-30%,1,,,,,,
66670,373163,3-BR,0%-30%,1,,,,,,
66670,346832,2-BR,0%-30%,1,,,,,,
66670,313888,1-BR,0%-30%,1,,,,,,
66670,313888,STUDIO,0%-30%,1,,,,,,
66670,185649,1-BR,0%-30%,1,,,,,,
66670,313945,3-BR,0%-30%,1,,,,,,
66670,378228,1-BR,0%-30%,1,,,,,,
66670,366608,1-BR,0%-30%,1,,,,,,
66670,366608,2-BR,0%-30%,1,,,,,,
66769,984712,1-BR,0%-30%,12,,,,,,
66769,984712,2-BR,0%-30%,8,,,,,,
66769,984712,3-BR,0%-30%,4,,,,,,
66769,984712,STUDIO,0%-30%,6,,,,,,
66858,982995,1-BR,0%-30%,10,,,,,,
66858,982995,2-BR,0%-30%,5,,,,,,
66858,982995,3-BR,0%-30%,2,,,,,,
66858,982995,STUDIO,0%-30%,5,,,,,,
66982,99126,1-BR,0%-30%,3,217,261,138,217,261,138
66982,99126,2-BR,0%-30%,18,248.5,526,200,248.5,526,200
66982,88675,1-BR,0%-30%,2,,,,,,
66982,88675,2-BR,0%-30%,10,,,,,,
66982,79308,1-BR,0%-30%,5,283,408,88,283,408,88
66982,79308,2-BR,0%-30%,11,323,726,105,323,726,105
66982,79310,1-BR,0%-30%,1,84,84,84,84,84,84
66982,79310,2-BR,0%-30%,8,318,400,236,318,400,236
66982,79310,3-BR,0%-30%,5,,,,,,
66982,99125,1-BR,0%-30%,2,292.5,338,247,292.5,338,247
66982,99125,2-BR,0%-30%,1,495,495,495,495,495,495
66982,99125,3-BR,0%-30%,11,407,909,177,407,909,177
66982,120955,1-BR,0%-30%,1,339,339,339,,,
66982,120955,2-BR,0%-30%,6,323,598,195,,,
66982,120955,3-BR,0%-30%,11,400,619,124,,,
66982,99135,2-BR,0%-30%,11,241,554,108,241,554,108
66982,99135,3-BR,0%-30%,4,467,698,312,467,698,312
66982,79317,1-BR,0%-30%,2,291,333,249,291,333,249
66982,79317,2-BR,0%-30%,9,262,572,190,262,572,190
67129,986549,STUDIO,0%-30%,50,,,,"1,337","1,489","1,337"
67458,327776,2-BR,0%-30%,1,"1,803","1,803","1,803","1,803","1,803","1,803"
44303,927939,1-BR,0%-30%,46,,,,"1,377","1,377","1,377"
44303,927939,2-BR,0%-30%,1,,,,"1,377","1,377","1,377"
44303,927939,STUDIO,0%-30%,4,,,,"1,377","1,377","1,377"
44357,958188,1-BR,0%-30%,17,"1,249","1,249","1,123","1,249","1,249","1,123"
44357,958188,2-BR,0%-30%,25,"1,481","1,481","1,241","1,481","1,481","1,241"
44357,958188,3-BR,0%-30%,1,"1,904","1,904","1,904","1,904","1,904","1,904"
44357,958188,STUDIO,0%-30%,11,"1,196","1,196","1,076","1,196","1,196","1,076"
45677,935209,STUDIO,0%-30%,70,"1,541","1,541","1,541","1,460","1,460",145
49248,,2-BR,0%-30%,3,,,,"1,526","1,526",595
49959,972807,1-BR,0%-30%,6,,,,"1,426","1,491","1,426"
49959,972807,2-BR,0%-30%,1,,,,"1,731","1,731","1,731"
49959,972807,STUDIO,0%-30%,1,,,,856,856,856
50655,958176,1-BR,0%-30%,1,587,587,587,"1,348","1,348","1,348"
50655,958176,2-BR,0%-30%,4,704,704,704,977.5,"1,597",342
50655,958176,3-BR,0%-30%,3,813,813,687,"2,056","2,056",424
50818,31409,STUDIO,0%-30%,50,701,701,701,311,701,208
51617,805099,1-BR,0%-30%,1,,,,857,857,857
52782,958149,1-BR,0%-30%,3,"1,268","1,503","1,268","1,249","1,481","1,249"
52782,958149,2-BR,0%-30%,2,"1,503","1,503","1,503","1,481","1,481","1,481"
54520,975517,1-BR,0%-30%,32,"1,284","1,357",250,"1,284","1,357",250
54520,975517,2-BR,0%-30%,12,"1,491","1,571",400,"1,491","1,571",400
54520,975517,3-BR,0%-30%,9,"1,515","2,021",501,"1,515","2,021",501
54520,975517,STUDIO,0%-30%,7,"1,246","1,293","1,100","1,246","1,293","1,100"
58733,968123,1-BR,0%-30%,1,"1,524","1,524","1,524","1,524","1,524","1,524"
58733,968123,2-BR,0%-30%,4,"1,774","1,774","1,757","1,774","1,774","1,757"
58733,968123,3-BR,0%-30%,2,"2,250","2,261","2,239","2,250","2,261","2,239"
58733,968123,STUDIO,0%-30%,1,"1,495","1,495","1,495","1,495","1,495","1,495"
58790,396881,1-BR,0%-30%,68,,,,919,919,919
58790,396881,STUDIO,0%-30%,26,,,,919,919,919
59495,969140,2-BR,0%-30%,1,,,,"1,265","1,265","1,265"
59495,969140,3-BR,0%-30%,8,,,,"2,217","2,217","2,217"
60505,975132,1-BR,0%-30%,3,"1,524","1,524","1,524","1,524","1,524","1,524"
60505,975132,,0%-30%,1,"1,489","1,489","1,489","1,489","1,489","1,489"
65054,115524,1-BR,0%-30%,4,405.5,793,341,344,475,215
65054,115524,2-BR,0%-30%,8,547.5,"1,209",392,509.5,"1,200",118
66145,49240,1-BR,0%-30%,1,986,986,986,,,
66145,49240,2-BR,0%-30%,3,957,"1,068",764,,,
66145,116556,2-BR,0%-30%,9,"1,305","1,826",814,,,
66145,116556,3-BR,0%-30%,4,"1,231","1,327",976,,,
66145,122024,1-BR,0%-30%,9,"1,082","1,263",917,,,
66145,122024,2-BR,0%-30%,4,"1,083.5","1,235",897,,,
66145,122024,3-BR,0%-30%,1,"1,131","1,131","1,131",,,
66145,122023,2-BR,0%-30%,4,"1,032.5","1,264",869,,,
66145,122023,3-BR,0%-30%,5,"1,231","1,480",871,,,
66145,116555,2-BR,0%-30%,8,"1,209","1,456",863,,,
66145,116555,3-BR,0%-30%,2,"1,427.5","1,803","1,052",,,
65357,94338,1-BR,0%-30%,1,,,,752,752,752
65357,59142,1-BR,0%-30%,2,,,,764.5,769,760
65357,59142,2-BR,0%-30%,3,,,,481,493,180
65357,115684,1-BR,0%-30%,2,,,,769.5,778,761
65357,59140,1-BR,0%-30%,1,,,,773,773,773
44340,965968,2-BR,101%-110%,1,,,,,,
44340,965968,3-BR,101%-110%,1,,,,,,
44340,965968,STUDIO,101%-110%,1,,,,,,
44340,927678,2-BR,101%-110%,1,,,,,,
44340,927678,3-BR,101%-110%,1,,,,,,
44340,927678,STUDIO,101%-110%,1,,,,,,
44340,969941,2-BR,101%-110%,1,,,,,,
44340,969941,3-BR,101%-110%,1,,,,,,
44340,969941,STUDIO,101%-110%,1,,,,,,
44340,965970,2-BR,101%-110%,1,,,,,,
44340,965970,3-BR,101%-110%,1,,,,,,
44340,965970,STUDIO,101%-110%,1,,,,,,
47878,19629,2-BR,101%-110%,9,856,856,856,856,856,856
49657,377137,2-BR,101%-110%,11,800,800,800,820,820,820
50186,806534,2-BR,101%-110%,1,,,,"1,337","1,337","1,337"
50223,3962,2-BR,101%-110%,1,,,,"1,020","1,020","1,020"
50223,7479,2-BR,101%-110%,3,,,,"1,125","1,456","1,076"
50223,7479,3-BR,101%-110%,2,,,,"1,382","1,692","1,072"
50223,21286,3-BR,101%-110%,1,,,,"1,028","1,028","1,028"
50223,3611,2-BR,101%-110%,2,,,,"1,305","1,538","1,072"
50223,3611,3-BR,101%-110%,1,,,,451,451,451
50606,92441,2-BR,101%-110%,1,,,,,,
51617,25490,1-BR,101%-110%,7,,,,896,923,872
51617,25490,2-BR,101%-110%,1,,,,"1,115","1,115","1,115"
51617,805099,1-BR,101%-110%,14,,,,888,946,845
51617,805099,2-BR,101%-110%,4,,,,"1,199.5","1,204","1,092"
51617,805099,STUDIO,101%-110%,1,,,,641,641,641
52083,967329,1-BR,101%-110%,3,,,,,,
52083,967329,2-BR,101%-110%,8,,,,,,
52083,967329,3-BR,101%-110%,1,,,,,,
52083,967329,STUDIO,101%-110%,5,,,,,,
52122,972598,1-BR,101%-110%,3,"1,644","1,644","1,644",,,
52122,972598,2-BR,101%-110%,5,"1,982","1,982","1,982",,,
52122,972598,3-BR,101%-110%,2,"2,271","2,271","2,271",,,
52122,972598,STUDIO,101%-110%,7,"1,533","1,533","1,533",,,
52610,950310,1-BR,101%-110%,10,,,,,,
52610,950310,2-BR,101%-110%,10,,,,,,
52610,950310,3-BR,101%-110%,4,,,,,,
52610,950310,STUDIO,101%-110%,1,,,,,,
53017,972185,3-BR,101%-110%,1,,,,,,
53017,972127,3-BR,101%-110%,1,,,,,,
53017,972097,3-BR,101%-110%,1,,,,,,
53017,972192,3-BR,101%-110%,1,,,,,,
53017,972188,3-BR,101%-110%,1,,,,,,
53017,972099,3-BR,101%-110%,1,,,,,,
53017,972195,3-BR,101%-110%,1,,,,,,
53017,972186,3-BR,101%-110%,1,,,,,,
53017,972124,3-BR,101%-110%,1,,,,,,
53017,972131,3-BR,101%-110%,1,,,,,,
53017,972210,3-BR,101%-110%,1,,,,,,
53017,972088,3-BR,101%-110%,1,,,,,,
53017,972187,3-BR,101%-110%,1,,,,,,
53017,972193,3-BR,101%-110%,1,,,,,,
53017,972125,3-BR,101%-110%,1,,,,,,
53017,972190,3-BR,101%-110%,1,,,,,,
53017,972211,3-BR,101%-110%,1,,,,,,
53017,972098,3-BR,101%-110%,1,,,,,,
53017,972203,3-BR,101%-110%,1,,,,,,
53017,972109,3-BR,101%-110%,1,,,,,,
53017,972129,3-BR,101%-110%,1,,,,,,
53017,972123,3-BR,101%-110%,1,,,,,,
53017,972202,3-BR,101%-110%,1,,,,,,
53017,972128,3-BR,101%-110%,1,,,,,,
53017,972119,3-BR,101%-110%,1,,,,,,
53017,972090,3-BR,101%-110%,1,,,,,,
53017,972194,3-BR,101%-110%,1,,,,,,
53017,972198,3-BR,101%-110%,1,,,,,,
53017,972200,3-BR,101%-110%,1,,,,,,
53017,972089,3-BR,101%-110%,1,,,,,,
53017,972354,3-BR,101%-110%,1,,,,,,
53017,972080,3-BR,101%-110%,1,,,,,,
53017,972208,3-BR,101%-110%,1,,,,,,
53017,972197,3-BR,101%-110%,1,,,,,,
53017,972209,3-BR,101%-110%,1,,,,,,
53017,972201,3-BR,101%-110%,1,,,,,,
53017,972207,3-BR,101%-110%,1,,,,,,
53017,972189,3-BR,101%-110%,1,,,,,,
53017,972130,3-BR,101%-110%,1,,,,,,
53017,972184,3-BR,101%-110%,1,,,,,,
53017,972191,3-BR,101%-110%,1,,,,,,
54407,108496,1-BR,101%-110%,4,,,,"1,297.5","1,407","1,188"
54407,108496,2-BR,101%-110%,11,,,,"1,339","1,613",752
54407,108496,3-BR,101%-110%,4,,,,"1,140.5","1,552",764
54838,704769,2-BR,101%-110%,1,,,,,,
54838,688787,3-BR,101%-110%,1,,,,,,
54838,525119,3-BR,101%-110%,1,,,,,,
54842,969555,2-BR,101%-110%,6,,,,,,
54842,969555,3-BR,101%-110%,2,,,,,,
54954,967023,1-BR,101%-110%,3,"1,554","1,554","1,554","1,554","1,554","1,554"
54954,967023,2-BR,101%-110%,2,"1,874","1,874","1,874","1,874","1,874","1,874"
54954,967023,3-BR,101%-110%,1,"2,158","2,158","2,158","2,158","2,158","2,158"
58302,65391,2-BR,101%-110%,9,,,,,,
58450,119065,1-BR,101%-110%,4,,,,"1,054.5","1,142",757
58450,119065,2-BR,101%-110%,11,,,,938,"1,289",797
58450,119065,3-BR,101%-110%,1,,,,"1,322","1,322","1,322"
58450,115656,1-BR,101%-110%,1,,,,"1,060","1,060","1,060"
58450,115656,2-BR,101%-110%,11,,,,"1,024","1,224",819
58450,115645,1-BR,101%-110%,5,,,,"1,012","1,153",672
58450,115645,2-BR,101%-110%,18,,,,"1,002","1,563",771
58450,115645,3-BR,101%-110%,5,,,,"1,262","1,587",966
58450,115650,1-BR,101%-110%,12,,,,"1,019.5","1,152",762
58450,115650,2-BR,101%-110%,12,,,,"1,234.5","1,590",812
58450,115650,3-BR,101%-110%,1,,,,974,974,974
58450,115650,STUDIO,101%-110%,1,,,,0,0,0
58450,119052,1-BR,101%-110%,1,,,,741,741,741
58450,119052,2-BR,101%-110%,10,,,,"1,085.5","1,288",829
58450,119052,3-BR,101%-110%,1,,,,"1,510","1,510","1,510"
58450,119047,1-BR,101%-110%,5,,,,842,"1,079",730
58450,119047,2-BR,101%-110%,14,,,,"1,077","1,453",751
58450,119047,3-BR,101%-110%,1,,,,"1,288","1,288","1,288"
58450,119064,1-BR,101%-110%,2,,,,"1,007.5","1,143",872
58450,119064,2-BR,101%-110%,8,,,,"1,134","1,387",764
58450,119064,3-BR,101%-110%,1,,,,993,993,993
58450,115648,1-BR,101%-110%,5,,,,817,"1,072",707
58450,115648,2-BR,101%-110%,19,,,,"1,125","1,424",808
58450,115648,3-BR,101%-110%,1,,,,"1,222","1,222","1,222"
58450,115648,STUDIO,101%-110%,1,,,,711,711,711
58450,119055,1-BR,101%-110%,1,,,,774,774,774
58450,119055,2-BR,101%-110%,2,,,,942.5,"1,076",809
58450,119055,3-BR,101%-110%,2,,,,"1,518.5","1,713","1,324"
58450,119055,STUDIO,101%-110%,1,,,,655,655,655
58450,115649,1-BR,101%-110%,4,,,,947.5,"1,264",893
58450,115649,2-BR,101%-110%,7,,,,"1,034","1,383",819
58450,115649,3-BR,101%-110%,1,,,,"1,375","1,375","1,375"
58450,119056,1-BR,101%-110%,7,,,,814,"1,425",680
58450,119056,2-BR,101%-110%,1,,,,"1,273","1,273","1,273"
58450,115652,1-BR,101%-110%,2,,,,979,"1,170",788
58450,115652,2-BR,101%-110%,5,,,,"1,319","1,698",783
58450,115652,3-BR,101%-110%,4,,,,"1,519.5","1,650",962
58450,115653,1-BR,101%-110%,2,,,,897.5,"1,013",782
58450,115653,2-BR,101%-110%,15,,,,"1,154","1,590",824
58450,115643,1-BR,101%-110%,6,,,,983.5,"1,082",821
58450,115643,2-BR,101%-110%,12,,,,"1,168","1,398",780
58555,965967,2-BR,101%-110%,1,,,,,,
58555,965967,3-BR,101%-110%,1,,,,,,
58555,965967,STUDIO,101%-110%,1,,,,,,
58623,976713,1-BR,101%-110%,5,"1,554","1,554","1,554","1,554","1,554","1,554"
58623,976713,2-BR,101%-110%,13,"1,874","1,874","1,874","1,874","1,874","1,874"
58855,326588,1-BR,101%-110%,3,,,,,,
58855,326588,2-BR,101%-110%,1,,,,,,
58855,326587,1-BR,101%-110%,1,,,,,,
58855,326587,2-BR,101%-110%,2,,,,,,
58855,326592,1-BR,101%-110%,1,,,,,,
58855,326592,2-BR,101%-110%,3,,,,,,
59058,45448,1-BR,101%-110%,23,,,,,,
59058,45448,2-BR,101%-110%,15,,,,,,
59058,45448,3-BR,101%-110%,4,,,,,,
59058,45448,4-BR,101%-110%,5,,,,,,
60784,37513,2-BR,101%-110%,15,986,986,986,986,986,986
60784,6097,2-BR,101%-110%,13,986,986,986,986,986,986
60810,972899,1-BR,101%-110%,11,"1,490","1,490","1,320","1,490","1,490",929
60810,972899,2-BR,101%-110%,7,"1,795","1,795","1,795","1,795","1,795","1,795"
60810,972899,STUDIO,101%-110%,2,"1,185","1,185","1,185","1,185","1,185","1,185"
61297,972782,1-BR,101%-110%,2,"1,539","1,539","1,539","1,539","1,539","1,539"
61297,972782,2-BR,101%-110%,2,"1,856","1,856","1,856","1,856","1,856","1,856"
61297,972782,3-BR,101%-110%,2,"2,136","2,136","2,136","2,136","2,136","2,136"
61610,975569,1-BR,101%-110%,10,,,,,,
61610,975569,2-BR,101%-110%,14,,,,,,
61610,975569,3-BR,101%-110%,4,,,,,,
61837,42786,2-BR,101%-110%,17,,,,,,
61837,42786,3-BR,101%-110%,8,,,,,,
61837,21861,1-BR,101%-110%,6,,,,,,
61837,21861,2-BR,101%-110%,11,,,,,,
61837,21861,3-BR,101%-110%,8,,,,,,
61837,43012,1-BR,101%-110%,1,,,,,,
61837,43012,2-BR,101%-110%,12,,,,,,
61837,43012,3-BR,101%-110%,7,,,,,,
61837,42889,1-BR,101%-110%,1,,,,,,
61837,42889,2-BR,101%-110%,13,,,,,,
61837,42889,3-BR,101%-110%,10,,,,,,
62109,987706,1-BR,101%-110%,24,,,,,,
62109,987706,2-BR,101%-110%,13,,,,,,
62109,987706,3-BR,101%-110%,10,,,,,,
62109,987706,STUDIO,101%-110%,16,,,,,,
62211,974227,2-BR,101%-110%,3,"1,874","1,874","1,874","1,874","1,874","1,874"
62211,974227,STUDIO,101%-110%,1,"1,874","1,874","1,874","1,874","1,874","1,874"
63777,985433,1-BR,101%-110%,13,,,,,,
63777,985433,2-BR,101%-110%,8,,,,,,
63777,985433,3-BR,101%-110%,5,,,,,,
63777,985433,STUDIO,101%-110%,3,,,,,,
63777,985431,1-BR,101%-110%,19,,,,,,
63777,985431,2-BR,101%-110%,18,,,,,,
63777,985431,3-BR,101%-110%,4,,,,,,
63777,985431,STUDIO,101%-110%,4,,,,,,
63777,985432,1-BR,101%-110%,8,,,,,,
63777,985432,2-BR,101%-110%,24,,,,,,
63777,985432,3-BR,101%-110%,1,,,,,,
63777,985432,STUDIO,101%-110%,3,,,,,,
64027,988996,1-BR,101%-110%,10,"2,126","2,126","2,126","1,726","1,726","1,726"
64027,988996,2-BR,101%-110%,14,"2,563","2,563","2,563","2,083","2,083","2,083"
64027,988996,3-BR,101%-110%,8,"2,953","2,953","2,953","2,398","2,398","2,398"
64027,988996,STUDIO,101%-110%,14,"1,692","1,692","1,692","1,372","1,372","1,372"
64027,990498,1-BR,101%-110%,13,"2,126","2,126","2,126","1,726","1,726","1,726"
64027,990498,2-BR,101%-110%,3,"2,563","2,563","2,563","2,083","2,083","2,083"
64027,990498,STUDIO,101%-110%,4,"1,692","1,692","1,692","1,372","1,372","1,372"
65298,985028,1-BR,101%-110%,15,"1,689","1,802","1,689","1,689","1,802","1,689"
65298,985028,2-BR,101%-110%,13,"2,036","2,036","2,036","2,036","2,036","2,036"
65298,985028,3-BR,101%-110%,3,"2,346","2,346","2,346","2,346","2,346","2,346"
65298,985028,STUDIO,101%-110%,5,"1,340","1,340","1,340","1,340","1,340","1,340"
66805,966644,1-BR,101%-110%,4,,,,"1,560.5","1,780","1,526"
66805,966644,2-BR,101%-110%,4,,,,"1,845","1,900","1,798"
44265,957420,4-BR,111%-120%,1,,,,,,
47772,9980,1-BR,111%-120%,6,,,,464,464,464
47772,9980,2-BR,111%-120%,27,,,,775,930,464
47772,9980,3-BR,111%-120%,5,,,,930,930,930
47850,63568,2-BR,111%-120%,10,"1,434","1,491","1,082","1,434","1,491","1,082"
47850,63567,2-BR,111%-120%,10,"1,217","1,434",520,"1,217","1,434",520
47858,65623,1-BR,111%-120%,4,,,,,,
47858,65623,1-BR,111%-120%,2,,,,,,
47858,65623,2-BR,111%-120%,5,,,,,,
47858,65623,2-BR,111%-120%,1,,,,,,
47858,65623,3-BR,111%-120%,13,,,,,,
47858,65623,3-BR,111%-120%,2,,,,,,
47861,396594,2-BR,111%-120%,6,,,,,,
47862,112023,1-BR,111%-120%,23,,,,560,"1,048",560
47862,112023,2-BR,111%-120%,5,,,,720,"1,087",720
47862,112023,STUDIO,111%-120%,9,,,,743,818,360
47948,49241,4-BR,111%-120%,10,"1,570","1,570","1,570",,,
48011,45506,1-BR,111%-120%,30,900,900,900,,,
48011,45506,2-BR,111%-120%,20,"1,200","1,200",0,,,
48011,45506,3-BR,111%-120%,6,"1,800","1,800","1,500",,,
48011,45506,4-BR,111%-120%,2,"2,100","2,400","1,800",,,
48011,45506,STUDIO,111%-120%,2,600,600,600,,,
48626,197987,1-BR,111%-120%,2,,,,"1,107","1,107","1,107"
48626,214946,1-BR,111%-120%,1,,,,"1,190","1,190","1,190"
48626,214946,2-BR,111%-120%,2,,,,"1,600","1,600","1,600"
48626,214946,STUDIO,111%-120%,2,,,,756.5,"1,190",323
48626,359983,1-BR,111%-120%,2,,,,"1,107","1,107","1,107"
48626,363723,3-BR,111%-120%,3,,,,587,"1,292",329
48632,5374,1-BR,111%-120%,14,871.5,971,772,928,"1,040",772
48632,5374,2-BR,111%-120%,5,,,,"1,060","1,103",993
48632,5374,STUDIO,111%-120%,5,780,884,676,772,884,676
48632,5381,1-BR,111%-120%,10,908.5,934,883,951,"1,030",883
48632,5381,2-BR,111%-120%,10,,,,"1,103","1,234","1,060"
48632,5381,STUDIO,111%-120%,5,,,,790,917,690
48632,5376,1-BR,111%-120%,10,928,928,928,950,988,928
48632,5376,2-BR,111%-120%,7,,,,"1,096","1,196","1,060"
48632,5376,4-BR,111%-120%,2,,,,"1,055.5","1,067","1,044"
48632,5376,STUDIO,111%-120%,6,721,725,717,772.5,"1,103",717
48632,5379,1-BR,111%-120%,9,"1,006.5","1,025",988,966,"1,025",776
48632,5379,2-BR,111%-120%,10,"1,035","1,040","1,030","1,060","1,355",993
48632,5379,STUDIO,111%-120%,6,706,706,706,736,"1,141",701
48634,803993,1-BR,111%-120%,10,"1,072","1,150","1,039",760.5,"1,150",384
48634,803993,2-BR,111%-120%,10,,,,871,"1,170",703
48634,803993,STUDIO,111%-120%,5,809,961,788,809,961,788
48634,5380,1-BR,111%-120%,9,"1,130","1,130","1,130",764,"1,276",400
48634,5380,2-BR,111%-120%,10,990,990,990,975.5,"1,605",584
48634,5380,STUDIO,111%-120%,6,,,,862.5,"1,510",324
48657,88527,1-BR,111%-120%,13,,,,,,
48657,88527,2-BR,111%-120%,26,,,,,,
48657,88527,3-BR,111%-120%,10,,,,,,
48657,115745,1-BR,111%-120%,14,,,,,,
48657,115745,2-BR,111%-120%,32,,,,,,
48657,115745,3-BR,111%-120%,22,,,,,,
48657,88530,1-BR,111%-120%,16,,,,,,
48657,88530,2-BR,111%-120%,33,,,,,,
48657,88530,3-BR,111%-120%,11,,,,,,
48657,118659,2-BR,111%-120%,10,,,,,,
48660,65833,3-BR,111%-120%,17,"1,136","1,136","1,136",,,
48660,65833,4-BR,111%-120%,4,"1,336","1,336","1,336",,,
48660,65833,5-BR,111%-120%,3,,,,,,
48660,74399,4-BR,111%-120%,9,,,,,,
48660,65832,3-BR,111%-120%,15,"1,136","1,136","1,136",,,
48660,65832,4-BR,111%-120%,5,,,,,,
48660,65832,5-BR,111%-120%,4,"1,455.5","1,575","1,336",,,
48660,119759,5-BR,111%-120%,8,,,,,,
48660,48245,4-BR,111%-120%,8,"1,336","1,336","1,336",,,
48660,48245,5-BR,111%-120%,7,"1,575","1,575","1,575",,,
48660,119798,3-BR,111%-120%,25,"1,136","1,136","1,136",,,
48660,119798,4-BR,111%-120%,8,"1,336","1,336","1,336",,,
48660,119798,5-BR,111%-120%,1,,,,,,
48752,110157,1-BR,111%-120%,17,,,,577,"1,360",577
48752,110157,2-BR,111%-120%,70,,,,743,"1,520",743
48752,110157,3-BR,111%-120%,49,,,,907,907,907
48752,110157,STUDIO,111%-120%,1,,,,577,577,577
48760,45408,1-BR,111%-120%,11,489,"1,100",489,489,"1,100",489
48760,45408,2-BR,111%-120%,7,627,629,599,627,629,599
48760,45408,3-BR,111%-120%,3,768,838,768,768,838,768
48760,45408,STUDIO,111%-120%,1,349,349,349,349,349,349
48763,42323,2-BR,111%-120%,1,870,870,870,,,
48787,215645,1-BR,111%-120%,14,,,,665,725,0
48787,215645,STUDIO,111%-120%,2,,,,475,475,475
48794,62836,1-BR,111%-120%,1,,,,483,483,483
48794,62836,2-BR,111%-120%,8,,,,794,"1,000",571
48794,62836,3-BR,111%-120%,1,,,,"1,110","1,110","1,110"
48794,63883,2-BR,111%-120%,12,,,,"1,025","1,201",0
48794,63883,3-BR,111%-120%,1,,,,0,0,0
